Data,Territory,Place,Species,sex,age,Ra,W,ring
18.07.2019,Homilsha,F3,Nyctalus noctula,male,sad,54.4,21.8,DT19547
18.07.2019,Homilsha,F3,Nyctalus noctula,male,sad,51.8,19,DT19548
18.07.2019,Homilsha,F3,Nyctalus noctula,female,ad,55.8,27.8,DT19549
18.07.2019,Homilsha,F3,Nyctalus noctula,male,sad,53.9,20.7,DT19550
18.07.2019,Homilsha,F3,Nyctalus noctula,female,sad,53.4,17.5,DT19551
18.07.2019,Homilsha,F3,Nyctalus noctula,female,sad,55.9,24.5,DT19552
18.07.2019,Homilsha,F3,Nyctalus noctula,female,sad,56.5,27.5,DT19553
18.07.2019,Homilsha,F3,Nyctalus noctula,male,sad,53.9,22,DT19554
18.07.2019,Homilsha,F3,Nyctalus noctula,female,sad,55.5,22.4,DT19555
18.07.2019,Homilsha,F3,Nyctalus noctula,female,sad,53.7,23.8,DT19556
18.07.2019,Homilsha,F3,Nyctalus noctula,female,sad,56.2,23.3,DT19557
18.07.2019,Homilsha,F3,Nyctalus noctula,female,ad,54.9,27,DT19558
18.07.2019,Homilsha,F3,Nyctalus noctula,female,ad,55.8,29.3,DT19559
18.07.2019,Homilsha,F3,Nyctalus noctula,female,sad,56,23.6,DT19560
18.07.2019,Homilsha,F3,Nyctalus noctula,female,sad,55.4,23.5,DT19561
18.07.2019,Homilsha,F3,Nyctalus noctula,female,ad,53.6,27.2,DT19562
18.07.2019,Homilsha,F3,Nyctalus noctula,female,sad,54.6,19.4,DT19563
18.07.2019,Homilsha,F3,Nyctalus noctula,female,sad,56.2,24.7,DT19564
18.07.2019,Homilsha,F3,Nyctalus noctula,male,sad,53.6,23.3,DT19565
18.07.2019,Homilsha,F3,Nyctalus noctula,female,sad,55.9,23.6,DT19566
18.07.2019,Homilsha,F4,Nyctalus noctula,female,ad,54.8,28.4,DT19539
18.07.2019,Homilsha,F4,Myotis brandtii,male,ad,35.7,5.1,BT07979
18.07.2019,Homilsha,Fed1,Nyctalus leisleri,female,sad,43.2,,CT02358
18.07.2019,Homilsha,Fed1,Nyctalus leisleri,female,ad,43.3,,CT02359
18.07.2019,Homilsha,Fed1,Nyctalus leisleri,female,ad,44.4,,CT02360
18.07.2019,Homilsha,Fed1,Myotis daubentonii,female,sad,38.4,,BT07980
18.07.2019,Homilsha,Fed1,Myotis daubentonii,female,sad,36.8,,BT07981
18.07.2019,Homilsha,Fed1,Myotis daubentonii,female,ad,37.3,,BT07982
18.07.2019,Homilsha,Fed1,Myotis daubentonii,female,sad,38.9,,BT07983
18.07.2019,Homilsha,Fed1,Myotis daubentonii,male,ad,35.9,,BT07984
18.07.2019,Homilsha,Fed1,Myotis daubentonii,female,ad,39.5,,BT07985
18.07.2019,Homilsha,Fed1,Myotis daubentonii,female,ad,38.6,,BT07986
18.07.2019,Homilsha,Fed1,Myotis daubentonii,male,ad,38.4,,BT07996
18.07.2019,Homilsha,Fed1,Myotis daubentonii,male,ad,19.7,,BT07999
18.07.2019,Homilsha,Fed1,Myotis daubentonii,female,ad,21.8,,BT07800
18.07.2019,Homilsha,Fed1,Myotis daubentonii,female,ad,22.7,,BT07605
18.07.2019,Homilsha,Fed1,Pipistrellus pygmaeus,female,sad,31.2,,AT00365
18.07.2019,Homilsha,Fed1,Pipistrellus pygmaeus,male,ad,29.4,,AT00366
18.07.2019,Homilsha,Fed1,Pipistrellus pygmaeus,female,sad,30.5,,AT00367
18.07.2019,Homilsha,Fed1,Pipistrellus pygmaeus,female,ad,31.6,,AT00368
18.07.2019,Homilsha,Fed1,Pipistrellus pygmaeus,male,sad,30.1,,AT00369
18.07.2019,Homilsha,Fed1,Pipistrellus pygmaeus,female,sad,31.7,,AT00370
18.07.2019,Homilsha,Fed1,Pipistrellus pygmaeus,female,ad,30.5,,AT00371
18.07.2019,Homilsha,Fed1,Pipistrellus pygmaeus,female,sad,32.3,,AT00372
18.07.2019,Homilsha,Fed1,Pipistrellus pygmaeus,male,sad,30.3,,AT00373
18.07.2019,Homilsha,Fed1,Pipistrellus nathusii,male,sad,33.5,,BT07987
18.07.2019,Homilsha,Fed1,Pipistrellus nathusii,female,sad,32.8,,BT07988
18.07.2019,Homilsha,Fed1,Pipistrellus nathusii,male,sad,34.2,,BT07989
18.07.2019,Homilsha,Fed1,Pipistrellus nathusii,female,sad,34.5,,BT07990
18.07.2019,Homilsha,Fed1,Pipistrellus nathusii,female,sad,33.8,,BT07991
18.07.2019,Homilsha,Fed1,Pipistrellus nathusii,female,sad,33.1,,BT07992
18.07.2019,Homilsha,Fed1,Pipistrellus nathusii,female,sad,34.2,,BT07993
18.07.2019,Homilsha,Fed1,Pipistrellus nathusii,male,ad,34.4,,BT07994
18.07.2019,Homilsha,Fed1,Pipistrellus nathusii,female,sad,34.7,,BT07995
18.07.2019,Homilsha,Fed1,Pipistrellus nathusii,female,sad,17.5,,BT07997
18.07.2019,Homilsha,Fed1,Pipistrellus nathusii,female,ad,18.8,,BT07604
18.07.2019,Homilsha,Fed1,Pipistrellus nathusii,female,sad,18.8,,BT07998
18.07.2019,Homilsha,Fed1,Nyctalus noctula,male,sad,54.5,,DT19567
18.07.2019,Homilsha,Fed1,Nyctalus noctula,female,sad,56.3,,DT19568
18.07.2019,Homilsha,Fed1,Plecotus auritus,male,ad,23,,BT07606
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,ad,55.8,30.6,ET00619
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,ad,51.7,27.6,ET00620
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,ad,53.6,29.6,ET00621
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,ad,52.9,30,ET00622
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,ad,55.5,32.3,ET00623
05.07.2009,Yaremivka,F2,Nyctalus noctula,male,sad,54.3,20.8,ET00624
05.07.2009,Yaremivka,F2,Nyctalus noctula,male,ad,53.2,32,ET00625
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,ad,55.6,33.8,ET00626
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,ad,52.7,28.8,ET00627
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,ad,52.8,27,ET00628
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,ad,55.2,31.3,ET00629
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,ad,54.6,29.8,ET00630
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,ad,54.1,26.8,ET00631
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,ad,54,27.4,ET00632
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,ad,52.2,29.4,ET00633
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,ad,52.5,27.6,ET00634
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,ad,54.7,27.3,ET00635
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,ad,53.4,30.6,ET00636
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,ad,54.4,30.2,ET00637
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,ad,54.5,33,ET00638
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,ad,55.2,30.5,ET00639
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,ad,53.6,28.3,ET00640
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,ad,55,28.1,ET00641
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,ad,52.9,29,ET00642
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,sad,52.8,22.4,ET00643
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,ad,53.3,31.6,ET00644
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,sad,53.3,22.3,ET00645
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,sad,54.7,23.4,ET00646
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,sad,54.1,21.6,ET00647
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,sad,53.4,18.6,ET00648
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,sad,54,19.5,ET00649
05.07.2009,Yaremivka,F2,Nyctalus noctula,male,sad,53.5,24.2,ET00650
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,sad,52.7,21.3,ET00651
05.07.2009,Yaremivka,F2,Nyctalus noctula,male,sad,53.6,22.8,ET00652
05.07.2009,Yaremivka,F2,Nyctalus noctula,female,ad,54.3,25.4,ET00653
05.07.2009,Yaremivka,F2,Myotis daubentonii,male,ad,38.1,7.9,ВТ01929
05.07.2009,Yaremivka,F2,Myotis daubentonii,female,ad,37.7,10.1,ВТ01930
05.07.2009,Yaremivka,F2,Myotis daubentonii,female,sad,38,7.5,ВТ01931
05.07.2009,Yaremivka,F2,Myotis daubentonii,female,ad,37,7.2,ВТ01932
05.07.2009,Yaremivka,F2,Myotis daubentonii,female,sad,36.7,5.7,ВТ01933
05.07.2009,Yaremivka,F2,Myotis daubentonii,female,ad,38,10,ВТ01934
05.07.2009,Yaremivka,F2,Myotis daubentonii,female,sad,38.2,7.3,ВТ01935
05.07.2009,Yaremivka,F2,Myotis daubentonii,female,sad,36.5,5.6,ВТ01936
05.07.2009,Yaremivka,F2,Myotis daubentonii,female,ad,38.1,9.1,ВТ01937
05.07.2009,Yaremivka,F2,Myotis daubentonii,male,ad,36.3,7.4,ВТ01938
05.07.2009,Yaremivka,F2,Myotis daubentonii,female,sad,35.8,5.9,ВТ01939
05.07.2009,Yaremivka,F2,Myotis daubentonii,male,ad,37.7,7.1,ВТ01940
05.07.2009,Yaremivka,F2,Myotis daubentonii,female,ad,37,8,ВТ01941
05.07.2009,Yaremivka,F2,Pipistrellus nathusii,female,ad,34.6,8.3,ВТ01942
05.07.2009,Yaremivka,F2,Pipistrellus nathusii,male,sad,34.7,7.4,ВТ01943
05.07.2009,Yaremivka,F2,Pipistrellus nathusii,male,sad,33.3,6.1,ВТ01944
05.07.2009,Yaremivka,F2,Pipistrellus nathusii,female,sad,35.7,7.2,ВТ01945
05.07.2009,Yaremivka,F2,Pipistrellus nathusii,female,ad,34.4,7.4,ВТ01946
05.07.2009,Yaremivka,F2,Pipistrellus nathusii,female,sad,34,7.1,ВТ01947
05.07.2009,Yaremivka,F2,Pipistrellus nathusii,female,ad,34.3,7.2,ВТ01948
05.07.2009,Yaremivka,F2,Pipistrellus nathusii,female,sad,35.2,7.3,ВТ01949
05.07.2009,Yaremivka,F2,Pipistrellus nathusii,male,sad,30,4.6,ВТ01950
05.07.2009,Yaremivka,F2,Pipistrellus nathusii,female,sad,34.8,7.4,ВТ01951
05.07.2009,Yaremivka,F2,Pipistrellus nathusii,male,ad,31.4,7.6,ВТ01952
05.07.2009,Yaremivka,F2,Pipistrellus nathusii,female,sad,32.9,5.4,ВТ01953
05.07.2009,Yaremivka,F2,Pipistrellus nathusii,male,ad,33.7,7.2,ВТ01954
05.07.2009,Yaremivka,F2,Pipistrellus nathusii,male,sad,34.3,5.9,ВТ01955
05.07.2009,Yaremivka,F2,Pipistrellus nathusii,female,sad,32.7,5.3,ВТ01956
05.07.2009,Yaremivka,F2,Pipistrellus pygmaeus,female,sad,29.5,4.5,ВТ01957
05.07.2009,Yaremivka,F2,Pipistrellus pygmaeus,male,sad,29.8,3.6,ВТ01958
05.07.2009,Yaremivka,F2,Plecotus auritus,female,ad,41.2,9.3,ВТ01959
05.07.2009,Yaremivka,F2,Myotis dasycneme,male,ad,45.5,14,СТ00078
05.07.2009,Yaremivka,F2,Myotis dasycneme,male,ad,46.7,14.5,СТ0079
05.07.2009,Yaremivka,F2,Myotis dasycneme,male,ad,44.1,15.1,СТ00080
05.07.2009,Yaremivka,F2,Myotis dasycneme,male,ad,46.5,15.1,СТ00081
08.07.2009,Yaremivka,R3,Pipistrellus nathusii,female,ad,34,7.4,BT001960
08.07.2009,Yaremivka,R3,Pipistrellus pygmaeus,female,ad,30.3,5.5,BT01961
08.07.2009,Yaremivka,R3,Myotis daubentonii,male,sad,38,7.2,BT01962
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,ad,53.8,29.2,ET00654
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,sad,55.4,23,ET00655
08.07.2009,Yaremivka,R3,Nyctalus noctula,male,sad,53.1,23.3,ET00656
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,ad,53.7,33,ET00657
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,ad,53.9,30.8,ET00658
08.07.2009,Yaremivka,R3,Nyctalus noctula,male,sad,52.8,21.7,ET00659
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,ad,52.9,30.7,ET00660
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,sad,53.6,21.9,ET00661
08.07.2009,Yaremivka,R3,Nyctalus noctula,male,ad,55.2,34.2,ET00662
08.07.2009,Yaremivka,R3,Nyctalus noctula,male,ad,53.3,30.1,ET00663
08.07.2009,Yaremivka,R3,Nyctalus noctula,male,sad,53,23.9,ET00664
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,sad,55.4,25.2,ET00665
08.07.2009,Yaremivka,R3,Nyctalus noctula,male,sad,52.5,22.9,ET00666
08.07.2009,Yaremivka,R3,Nyctalus noctula,male,ad,54.6,30.1,ET00667
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,ad,54.2,28.6,ET00668
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,ad,52.2,26.6,ET00669
08.07.2009,Yaremivka,R3,Nyctalus noctula,male,ad,53.2,32,ET00670
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,sad,55.3,25.8,ET00671
08.07.2009,Yaremivka,R3,Nyctalus noctula,male,sad,54.4,26.2,ET00672
08.07.2009,Yaremivka,R3,Nyctalus noctula,male,sad,54.8,26.6,ET00673
08.07.2009,Yaremivka,R3,Nyctalus noctula,male,sad,52.3,20.2,ET00674
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,ad,55.7,30.2,ET00675
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,sad,54.5,24,ET00676
08.07.2009,Yaremivka,R3,Nyctalus noctula,male,sad,54.5,26.7,ET00677
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,ad,53.6,27.4,ET00678
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,ad,55.2,29,ET00679
08.07.2009,Yaremivka,R3,Nyctalus noctula,male,sad,53.1,21.3,ET00680
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,sad,51.7,22,ET00681
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,sad,55.2,23,ET00682
08.07.2009,Yaremivka,R3,Nyctalus noctula,male,ad,55.4,33.6,ET00683
08.07.2009,Yaremivka,R3,Nyctalus noctula,male,sad,52,22,ET00684
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,sad,56.4,26.2,ET00685
08.07.2009,Yaremivka,R3,Nyctalus noctula,male,ad,53.5,30.2,ET00686
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,sad,54.2,19.9,ET00687
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,ad,56.1,30.2,ET00688
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,ad,54.7,29.1,ET00689
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,ad,53.3,28.1,ET00690
08.07.2009,Yaremivka,R3,Nyctalus noctula,male,ad,53.9,30.4,ET00691
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,ad,54.8,30.2,ET00692
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,sad,55.8,26.8,ET00693
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,ad,54,26.4,ET00694
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,sad,54.1,20.2,ET00695
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,sad,54.6,25.9,ET00696
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,ad,53.8,30,ET00697
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,ad,53.5,30.4,ET00698
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,ad,52.5,27.1,ET00699
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,ad,55,29.9,ET00700
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,ad,53.2,29.1,ET00701
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,ad,55.6,28,ET00702
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,ad,52,26.2,ET00703
08.07.2009,Yaremivka,R3,Nyctalus noctula,male,sad,53.4,26.3,ET00704
08.07.2009,Yaremivka,R3,Nyctalus noctula,female,ad,53.4,27.4,ET00705
09.07.2009,Yaremivka,L1,Nyctalus noctula,female,sad,51.3,21.3,ET00706
09.07.2009,Yaremivka,L1,Nyctalus noctula,female,ad,54.8,30.6,ET00707
09.07.2009,Yaremivka,L1,Nyctalus noctula,female,ad,53.7,28.3,ET00708
09.07.2009,Yaremivka,L1,Nyctalus noctula,female,ad,54.3,,ET00709
09.07.2009,Yaremivka,L1,Nyctalus noctula,female,ad,55.5,,ET00710
09.07.2009,Yaremivka,L1,Nyctalus noctula,female,sad,53.6,,ET00711
09.07.2009,Yaremivka,L1,Nyctalus noctula,male,sad,52.2,,ET00712
09.07.2009,Yaremivka,L1,Nyctalus noctula,female,ad,56.1,,ET00713
09.07.2009,Yaremivka,L1,Nyctalus noctula,female,sad,53,,ET00714
09.07.2009,Yaremivka,L1,Nyctalus noctula,female,ad,52.8,,ET00715
09.07.2009,Yaremivka,L1,Nyctalus noctula,male,sad,52.6,,ET00716
09.07.2009,Yaremivka,L1,Nyctalus noctula,male,sad,52.3,,ET00717
09.07.2009,Yaremivka,L1,Nyctalus noctula,female,sad,55.4,,ET00718
09.07.2009,Yaremivka,L1,Nyctalus noctula,female,sad,56.8,,ET00719
09.07.2009,Yaremivka,L1,Nyctalus noctula,male,sad,53.6,,ET00720
09.07.2009,Yaremivka,L1,Nyctalus noctula,male,sad,52.4,,ET00721
09.07.2009,Yaremivka,L1,Nyctalus noctula,female,ad,55.4,,ET00722
09.07.2009,Yaremivka,L1,Myotis brandtii,male,sad,34.3,4.5,ВТ01963
09.07.2009,Yaremivka,L1,Myotis daubentonii,female,ad,37.1,6.1,ВТ01964
09.07.2009,Yaremivka,L1,Pipistrellus pygmaeus,female,ad,30.6,5.9,BT01966
09.07.2009,Yaremivka,L1,Pipistrellus nathusii,male,sad,34.1,6.3,BT01367
09.07.2009,Yaremivka,R1,Nyctalus noctula,female,ad,55.8,34.5,ET00723
09.07.2009,Yaremivka,R1,Nyctalus noctula,female,ad,53.7,29.3,ET00724
09.07.2009,Yaremivka,R1,Nyctalus noctula,female,ad,53.6,28.3,ET00725
09.07.2009,Yaremivka,R1,Nyctalus noctula,female,ad,53.3,28,ET00726
09.07.2009,Yaremivka,R1,Nyctalus noctula,female,sad,52.7,21.8,ET00727
09.07.2009,Yaremivka,R1,Nyctalus noctula,male,sad,54.6,26.5,ET00728
09.07.2009,Yaremivka,R1,Nyctalus noctula,female,sad,55.7,25.8,ET00729
09.07.2009,Yaremivka,R1,Nyctalus noctula,male,sad,54.5,26.9,ET00730
09.07.2009,Yaremivka,R1,Nyctalus noctula,female,sad,54.2,24.3,ET00731
09.07.2009,Yaremivka,R1,Nyctalus noctula,female,sad,54,24.1,ET00732
09.07.2009,Yaremivka,R1,Nyctalus noctula,female,sad,54.3,22.7,ET00733
09.07.2009,Yaremivka,R1,Nyctalus noctula,male,sad,55,24.3,ET00734
09.07.2009,Yaremivka,R1,Nyctalus noctula,male,sad,55.4,28.5,ET00735
09.07.2009,Yaremivka,R1,Nyctalus noctula,male,sad,53.6,23.3,ET00736
09.07.2009,Yaremivka,R1,Nyctalus noctula,female,sad,54.2,25.5,ET00737
09.07.2009,Yaremivka,R1,Nyctalus noctula,male,sad,58.8,25.7,ET00738
09.07.2009,Yaremivka,R1,Nyctalus noctula,female,sad,54.2,23.1,ET00739
09.07.2009,Yaremivka,R1,Nyctalus noctula,female,sad,54.1,23.8,ET00740
09.07.2009,Yaremivka,R1,Nyctalus noctula,female,ad,54,30.9,ET00741
09.07.2009,Yaremivka,R1,Nyctalus noctula,female,sad,54.5,22.4,ET00742
09.07.2009,Yaremivka,R1,Nyctalus noctula,male,sad,55.2,23,ET00743
09.07.2009,Yaremivka,R1,Nyctalus noctula,male,sad,52.7,25.5,ET00744
09.07.2009,Yaremivka,R1,Nyctalus noctula,male,sad,52.7,25.2,ET00745
09.07.2009,Yaremivka,R1,Nyctalus noctula,female,ad,55.8,28.3,ET00746
09.07.2009,Yaremivka,R1,Nyctalus noctula,female,ad,56.3,32,ET00747
09.07.2009,Yaremivka,R1,Nyctalus noctula,female,ad,54.3,32.4,ET00748
09.07.2009,Yaremivka,R1,Nyctalus noctula,female,ad,53.7,30.5,ET00749
09.07.2009,Yaremivka,R1,Nyctalus noctula,female,ad,54.3,28.8,ET00750
09.07.2009,Yaremivka,R1,Nyctalus noctula,female,ad,55.5,31.1,ET00751
09.07.2009,Yaremivka,R1,Nyctalus noctula,female,ad,54.6,31.5,ET00752
09.07.2009,Yaremivka,R1,Nyctalus noctula,male,sad,54.3,25.5,ET00753
09.07.2009,Yaremivka,R1,Nyctalus noctula,female,ad,55.2,30.4,ET00754
09.07.2009,Yaremivka,R1,Nyctalus noctula,female,sad,55.6,26.8,ET00755
09.07.2009,Yaremivka,R1,Nyctalus noctula,female,sad,55.4,25.6,ET00756
09.07.2009,Yaremivka,R1,Nyctalus noctula,male,sad,52.5,23.3,ET00757
09.07.2009,Yaremivka,R1,Nyctalus noctula,female,sad,52.5,23.1,ET00758
09.07.2009,Yaremivka,R1,Nyctalus noctula,female,ad,52.5,28.2,ET00759
09.07.2009,Yaremivka,R1,Vespertilio murinus,female,sad,46.5,12.6,СТ00082
09.07.2009,Yaremivka,R1,Myotis dasycneme,male,ad,45.4,16.5,СТ00083
09.07.2009,Yaremivka,R1,Myotis daubentonii,male,sad,37.4,5.4,ВТ01968
09.07.2009,Yaremivka,R1,Pipistrellus pygmaeus,female,sad,1.2,4.7,ВТ001969
09.07.2009,Yaremivka,R1,Pipistrellus pygmaeus,male,sad,29.8,4.1,ВТ001970
09.07.2009,Yaremivka,R1,Pipistrellus pygmaeus,female,sad,30.8,4.8,ВТ001971
09.07.2009,Yaremivka,R1,Pipistrellus pygmaeus,female,sad,30.8,4.3,ВТ001972
09.07.2009,Yaremivka,R1,Pipistrellus pygmaeus,female,ad,32.3,5.3,ВТ001973
09.07.2009,Yaremivka,R1,Pipistrellus pygmaeus,female,ad,30.6,4.8,ВТ001974
09.07.2009,Yaremivka,R1,Pipistrellus pygmaeus,male,sad,28.7,3.9,ВТ001975
09.07.2009,Yaremivka,R1,Pipistrellus pygmaeus,male,sad,28.7,4.2,ВТ001976
09.07.2009,Yaremivka,R1,Pipistrellus pygmaeus,female,ad,31.3,5.9,ВТ001977
09.07.2009,Yaremivka,R1,Pipistrellus pygmaeus,female,sad,29.3,4.3,
09.07.2009,Yaremivka,R1,Pipistrellus nathusii,female,ad,33.8,8.7,ВТ001978
09.07.2009,Yaremivka,R1,Pipistrellus nathusii,male,sad,33.5,6.3,ВТ001979
09.07.2009,Yaremivka,R1,Pipistrellus nathusii,male,ad,34.3,7.2,ВТ001980
09.07.2009,Yaremivka,R1,Pipistrellus nathusii,female,sad,35.3,8.3,ВТ001981
09.07.2009,Yaremivka,R1,Pipistrellus nathusii,female,ad,34.1,9,ВТ001982
09.07.2009,Yaremivka,R1,Pipistrellus nathusii,female,sad,35,7.3,ВТ001983
09.07.2009,Yaremivka,R1,Pipistrellus nathusii,female,sad,35.1,7.1,ВТ001984
09.07.2009,Yaremivka,R1,Pipistrellus nathusii,female,sad,34.5,7.3,ВТ001985
09.07.2009,Yaremivka,R1,Pipistrellus nathusii,female,ad,34.8,8.8,ВТ001986
09.07.2009,Yaremivka,R1,Pipistrellus nathusii,female,ad,34.3,6.9,ВТ001987
09.07.2009,Yaremivka,R1,Pipistrellus nathusii,male,sad,32.9,6.9,ВТ001988
09.07.2009,Yaremivka,R1,Pipistrellus nathusii,female,sad,33.6,6.9,ВТ001989
09.07.2009,Yaremivka,R1,Pipistrellus nathusii,female,sad,35.6,7.3,ВТ001990
10.07.2009,Yaremivka,R2,Nyctalus noctula,female,ad,53.8,31.3,ET00760
10.07.2009,Yaremivka,R2,Nyctalus noctula,female,ad,53.3,29.6,ET00761
10.07.2009,Yaremivka,R2,Nyctalus noctula,female,ad,51.6,25.3,ET00762
10.07.2009,Yaremivka,R2,Nyctalus noctula,female,ad,52.7,25.9,ET00763
10.07.2009,Yaremivka,R2,Nyctalus noctula,female,ad,53.3,30.7,ET00764
10.07.2009,Yaremivka,R2,Nyctalus noctula,female,ad,53.6,26,ET00765
10.07.2009,Yaremivka,R2,Nyctalus noctula,male,sad,54.1,23,ET00766
10.07.2009,Yaremivka,R2,Nyctalus noctula,female,sad,53.5,21.7,ET00767
10.07.2009,Yaremivka,R2,Nyctalus noctula,female,sad,53.9,22.3,ET00768
10.07.2009,Yaremivka,R2,Nyctalus noctula,female,ad,51.2,29,ET00769
10.07.2009,Yaremivka,R2,Nyctalus noctula,female,ad,52.5,28.9,ET00770
10.07.2009,Yaremivka,R2,Nyctalus noctula,female,sad,56.3,23.3,ET00771
10.07.2009,Yaremivka,R2,Nyctalus noctula,female,ad,56.4,34.5,ET00772
10.07.2009,Yaremivka,R2,Nyctalus noctula,female,ad,55.8,31.6,ET00773
10.07.2009,Yaremivka,R2,Nyctalus noctula,female,ad,53,27.4,ET00774
10.07.2009,Yaremivka,R2,Nyctalus noctula,male,sad,55.3,26.1,ET00775
10.07.2009,Yaremivka,R2,Nyctalus noctula,female,ad,53.4,31.7,ET00776
10.07.2009,Yaremivka,R2,Nyctalus noctula,female,ad,56,31,ET00777
10.07.2009,Yaremivka,R2,Nyctalus noctula,male,ad,55.1,29,ET00778
10.07.2009,Yaremivka,R2,Nyctalus noctula,female,ad,54.4,30,ET00779
10.07.2009,Yaremivka,R2,Nyctalus noctula,male,sad,54.6,25.2,ET00780
10.07.2009,Yaremivka,R2,Nyctalus noctula,male,sad,54.8,25.6,ET00781
10.07.2009,Yaremivka,R2,Nyctalus noctula,female,ad,53.6,27.8,ET00782
10.07.2009,Yaremivka,R2,Nyctalus noctula,male,sad,55.7,29.3,ET00783
10.07.2009,Yaremivka,R2,Nyctalus noctula,male,sad,55,22.9,ET00784
10.07.2009,Yaremivka,R2,Nyctalus noctula,female,sad,54.3,23.6,ET00785
10.07.2009,Yaremivka,R2,Nyctalus noctula,male,sad,52.8,25.9,ET00786
10.07.2009,Yaremivka,R2,Nyctalus noctula,male,sad,54,29.6,ET00787
10.07.2009,Yaremivka,R2,Nyctalus noctula,female,ad,54,27.7,ET00788
10.07.2009,Yaremivka,R2,Nyctalus noctula,male,sad,53.3,22,ET00789
10.07.2009,Yaremivka,R2,Nyctalus noctula,female,sad,54.3,22.8,ET00790
10.07.2009,Yaremivka,R2,Nyctalus noctula,female,sad,53.6,20.9,ET00791
10.07.2009,Yaremivka,R2,Nyctalus noctula,female,ad,54.8,28.4,ET00641
10.07.2009,Yaremivka,R2,Nyctalus noctula,female,ad,54.3,31.5,ET00792
10.07.2009,Yaremivka,R2,Nyctalus noctula,male,sad,53.4,23.5,ET00793
10.07.2009,Yaremivka,R2,Nyctalus noctula,male,sad,52.4,25.2,ET00794
10.07.2009,Yaremivka,R2,Nyctalus noctula,male,ad,53.8,31.3,ET00795
10.07.2009,Yaremivka,R2,Nyctalus noctula,female,sad,54.5,23.8,ET00796
10.07.2009,Yaremivka,R2,Nyctalus noctula,male,ad,53.4,29.7,ET00797
10.07.2009,Yaremivka,R2,Nyctalus noctula,female,sad,55.9,28,ET00798
