Data,Territory,Place,Species,sex,age,Ra,W,ring
14.07.2014,Homilsha,Fed2,Nyctalus noctula,female,sad,52.6,,DT06290
14.07.2014,Homilsha,Fed2,Nyctalus noctula,female,sad,54.6,,DT06291
14.07.2014,Homilsha,Fed2,Nyctalus noctula,female,sad,54,,DT06292
14.07.2014,Homilsha,Fed2,Nyctalus noctula,female,sad,52.2,,DT06293
14.07.2014,Homilsha,Fed2,Nyctalus noctula,female,sad,54,,DT06297
14.07.2014,Homilsha,Fed2,Nyctalus noctula,female,sad,53.8,,DT06298
14.07.2014,Homilsha,Fed2,Nyctalus noctula,female,sad,57.2,,DT05614
14.07.2014,Homilsha,Fed2,Nyctalus noctula,female,sad,55.2,,DT05615
14.07.2014,Homilsha,Fed2,Nyctalus noctula,female,sad,54,,DT05621
14.07.2014,Homilsha,Fed2,Nyctalus noctula,female,sad,55,,DT05623
14.07.2014,Homilsha,Fed2,Nyctalus noctula,female,sad,51,,DT05625
14.07.2014,Homilsha,Fed2,Nyctalus noctula,female,sad,53,,DT05627
14.07.2014,Homilsha,Fed2,Nyctalus noctula,female,sad,54.5,,DT05628
14.07.2014,Homilsha,Fed2,Nyctalus noctula,female,sad,54.6,,DT05629
14.07.2014,Homilsha,Fed2,Nyctalus noctula,female,sad,55,,DT05630
14.07.2014,Homilsha,Fed2,Nyctalus noctula,female,sad,53.6,,DT05631
14.07.2014,Homilsha,Fed2,Nyctalus noctula,female,sad,52.1,,DT05632
14.07.2014,Homilsha,Fed2,Nyctalus noctula,female,sad,54.4,,DT05633
14.07.2014,Homilsha,Fed2,Nyctalus noctula,female,sad,56,,DT05637
14.07.2014,Homilsha,Fed2,Nyctalus noctula,female,sad,56.2,,DT05638
14.07.2014,Homilsha,Fed2,Nyctalus noctula,female,sad,53.1,,DT05645
14.07.2014,Homilsha,Fed2,Nyctalus noctula,female,sad,52.4,,DT05649
14.07.2014,Homilsha,Fed2,Nyctalus noctula,female,sad,52.8,,DT05651
14.07.2014,Homilsha,Fed2,Nyctalus noctula,female,sad,56,,DT05652
14.07.2014,Homilsha,Fed2,Nyctalus noctula,female,sad,53.6,,DT05655
14.07.2014,Homilsha,Fed2,Nyctalus noctula,male,ad,53,,DT05622
14.07.2014,Homilsha,Fed2,Nyctalus noctula,male,ad,55.3,,DT05640
14.07.2014,Homilsha,Fed2,Nyctalus noctula,male,sad,54,,DT06283
14.07.2014,Homilsha,Fed2,Nyctalus noctula,male,sad,49.8,16.7,DT06284
14.07.2014,Homilsha,Fed2,Nyctalus noctula,male,sad,54.1,,DT06294
14.07.2014,Homilsha,Fed2,Nyctalus noctula,male,sad,52.1,,DT06295
14.07.2014,Homilsha,Fed2,Nyctalus noctula,male,sad,51.3,,DT06296
14.07.2014,Homilsha,Fed2,Nyctalus noctula,male,sad,54.5,,DT06299
14.07.2014,Homilsha,Fed2,Nyctalus noctula,male,sad,51.5,,DT05610
14.07.2014,Homilsha,Fed2,Nyctalus noctula,male,sad,53.6,,DT05612
14.07.2014,Homilsha,Fed2,Nyctalus noctula,male,sad,51.6,,DT05613
14.07.2014,Homilsha,Fed2,Nyctalus noctula,male,sad,53.1,,DT05616
14.07.2014,Homilsha,Fed2,Nyctalus noctula,male,sad,53.5,,DT05618
14.07.2014,Homilsha,Fed2,Nyctalus noctula,male,sad,55,,DT05620
14.07.2014,Homilsha,Fed2,Nyctalus noctula,male,sad,53,,DT05624
14.07.2014,Homilsha,Fed2,Nyctalus noctula,male,sad,52.7,,DT05634
14.07.2014,Homilsha,Fed2,Nyctalus noctula,male,sad,55.3,,DT05636
14.07.2014,Homilsha,Fed2,Nyctalus noctula,male,sad,51.1,,DT05639
14.07.2014,Homilsha,Fed2,Nyctalus noctula,male,sad,55.4,,DT05643
14.07.2014,Homilsha,Fed2,Nyctalus noctula,male,sad,53.5,,DT05647
14.07.2014,Homilsha,Fed2,Nyctalus noctula,male,sad,52.3,,DT05653
14.07.2014,Homilsha,Fed2,Nyctalus noctula,male,sad,53.5,,DT05654
14.07.2014,Homilsha,Fed2,Pipistrellus nathusii,female,sad,35.2,,BT04558
14.07.2014,Homilsha,Fed2,Pipistrellus nathusii,male,sad,34.3,,BT04557
14.07.2014,Homilsha,Fed2,Pipistrellus pygmaeus,female,sad,29.8,,AT02262
14.07.2014,Homilsha,Fed2,Pipistrellus pygmaeus,female,sad,31.5,,AT04263
14.07.2014,Homilsha,Fed2,Pipistrellus pygmaeus,female,sad,28.9,,AT06264
14.07.2014,Homilsha,Fed2,Pipistrellus pygmaeus,male,sad,29.7,,AT00261
14.07.2014,Homilsha,Fed3,Myotis daubentonii,female,ad,37,,BT04564
14.07.2014,Homilsha,Fed3,Myotis daubentonii,female,ad,36.9,,BT04565
14.07.2014,Homilsha,Fed3,Myotis daubentonii,female,ad,36.2,,BT04566
14.07.2014,Homilsha,Fed3,Myotis daubentonii,male,ad,37.4,,BT04563
01.07.2019,Homilsha,F1,Pipistrellus pygmaeus,male,sad,29.7,3.4,AT00358
01.07.2019,Homilsha,F1,Myotis daubentonii,female,sad,35.9,6.5,BT07852
01.07.2019,Homilsha,F1,Myotis daubentonii,female,sad,39.7,7.3,BT07853
01.07.2019,Homilsha,F1,Myotis daubentonii,male,sad,35.7,6.1,BT07854
01.07.2019,Homilsha,Fed1,Pipistrellus kuhlii,female,ad,36.9,7.1,BT07855
01.07.2019,Homilsha,Fed1,Pipistrellus kuhlii,male,ad,37.4,8.2,BT07851
01.07.2019,Homilsha,Fed1,Plecotus auritus,female,ad,41.4,9.5,BT07856
01.07.2019,Homilsha,Fed1,Nyctalus noctula,female,sad,52.4,17.6,DT19423
01.07.2019,Homilsha,Fed1,Nyctalus noctula,female,sad,54,20.1,DT19424
01.07.2019,Homilsha,Fed1,Nyctalus noctula,female,ad,54.9,28.6,DT19417
01.07.2019,Homilsha,Fed1,Nyctalus noctula,male,sad,51.4,17.6,DT19418
01.07.2019,Homilsha,Fed1,Nyctalus noctula,female,ad,52.2,26.4,DT19425
01.07.2019,Homilsha,Fed1,Nyctalus noctula,female,ad,53.7,26.7,DT19420
01.07.2019,Homilsha,Fed1,Nyctalus noctula,female,sad,54.2,20.5,DT19426
01.07.2019,Homilsha,Fed1,Nyctalus noctula,female,ad,54.7,30.6,DT19422
01.07.2019,Homilsha,Fed1,Nyctalus noctula,female,ad,55.3,26.6,DT19427
01.07.2019,Homilsha,Fed1,Nyctalus noctula,female,sad,53.3,17.4,DT19419
01.07.2019,Homilsha,Fed1,Nyctalus noctula,female,ad,56.9,27.5,DT19421
01.07.2019,Homilsha,Fed1,Nyctalus noctula,female,sad,52.3,17.9,DT19415
01.07.2019,Homilsha,Fed1,Nyctalus noctula,male,sad,54.2,19.6,DT19428
01.07.2019,Homilsha,Fed1,Nyctalus noctula,female,sad,54.8,17.9,DT19413
01.07.2019,Homilsha,Fed1,Nyctalus noctula,male,ad,54,30.2,DT19430
01.07.2019,Homilsha,Fed1,Nyctalus noctula,female,sad,54.8,19.2,DT19416
01.07.2019,Homilsha,Fed1,Nyctalus noctula,male,sad,49.7,15.4,DT19414
01.07.2019,Homilsha,Fed1,Pipistrellus nathusii,female,sad,34.1,6.8,BT07846
01.07.2019,Homilsha,Fed1,Pipistrellus nathusii,female,ad,34.8,7.6,BT07847
01.07.2019,Homilsha,Fed1,Pipistrellus nathusii,female,ad,33.8,7.1,BT07845
01.07.2019,Homilsha,Fed1,Pipistrellus nathusii,female,sad,34,6.4,BT07850
01.07.2019,Homilsha,Fed1,Pipistrellus nathusii,female,sad,34.9,6.7,BT07848
01.07.2019,Homilsha,Fed1,Pipistrellus nathusii,male,sad,34.6,6.5,BT07849
01.07.2019,Homilsha,Fed1,Pipistrellus nathusii,male,sad,33.6,5.4,BT07857
01.07.2019,Homilsha,Fed1,Pipistrellus nathusii,female,sad,35.2,5.8,BT07858
01.07.2019,Homilsha,Fed1,Pipistrellus nathusii,female,sad,33.9,5.8,BT07859
01.07.2019,Homilsha,Fed1,Pipistrellus nathusii,male,sad,33.2,5.2,BT07844
01.07.2019,Homilsha,Fed1,Pipistrellus nathusii,female,sad,35.4,6.5,BT07860
01.07.2019,Homilsha,Fed1,Pipistrellus nathusii,female,sad,36.1,7.1,BT07861
01.07.2019,Homilsha,Fed1,Pipistrellus nathusii,female,ad,34.6,8.3,BT07862
01.07.2019,Homilsha,Fed1,Pipistrellus nathusii,male,ad,33.9,7.3,BT07863
01.07.2019,Homilsha,Fed1,Pipistrellus nathusii,male,sad,34,7.1,BT07864
01.07.2019,Homilsha,Fed1,Pipistrellus pygmaeus,female,ad,29.4,5,AT00354
01.07.2019,Homilsha,Fed1,Pipistrellus pygmaeus,male,sad,29.5,3.6,AT00357
01.07.2019,Homilsha,Fed1,Pipistrellus pygmaeus,female,ad,31,4.8,AT00355
01.07.2019,Homilsha,Fed1,Pipistrellus pygmaeus,female,sad,30.6,4.2,AT00356
01.07.2019,Homilsha,Fed1,Myotis daubentonii,male,sad,38.4,6.6,BT07865
01.07.2019,Homilsha,Fed1,Myotis daubentonii,male,sad,37.9,6.1,BT07866
01.07.2019,Homilsha,Fed1,Myotis daubentonii,female,sad,38.8,7.2,BT07867
01.07.2019,Homilsha,Fed1,Myotis daubentonii,male,sad,35.8,5.3,BT07868
01.07.2019,Homilsha,Fed1,Myotis daubentonii,female,sad,37.9,6.2,BT07869
01.07.2019,Homilsha,Fed1,Myotis daubentonii,male,sad,36.7,6,BT07870
01.07.2019,Homilsha,Fed1,Myotis daubentonii,male,sad,37.7,5.4,BT07871
01.07.2019,Homilsha,Fed1,Myotis daubentonii,male,sad,36.6,5.9,BT07872
01.07.2019,Homilsha,Fed1,Myotis daubentonii,male,sad,37.1,5.9,BT07873
01.07.2019,Homilsha,Fed1,Myotis daubentonii,male,sad,37.6,6.4,BT07874
01.07.2019,Homilsha,Fed1,Myotis daubentonii,male,sad,37.6,6.4,BT07875
01.07.2019,Homilsha,Fed1,Myotis daubentonii,male,ad,36.7,6.8,BT07876
03.07.2019,Homilsha,R2,Myotis daubentonii,male,sad,38.3,7.4,BT07877
03.07.2019,Homilsha,R2,Nyctalus noctula,male,sad,54.1,20.4,DT19447
03.07.2019,Homilsha,R1,Myotis daubentonii,male,ad,38.3,8.7,BT07878
03.07.2019,Homilsha,R1,Myotis daubentonii,female,sad,37,6.8,BT07879
03.07.2019,Homilsha,R1,Myotis daubentonii,female,sad,37.7,7.2,BT07880
03.07.2019,Homilsha,R1,Myotis daubentonii,male,sad,37.9,6.5,BT07881
03.07.2019,Homilsha,R1,Myotis daubentonii,male,sad,38.8,7.4,BT07882
03.07.2019,Homilsha,R1,Myotis daubentonii,male,sad,37.6,6.2,BT07883
03.07.2019,Homilsha,R1,Myotis daubentonii,female,sad,39.4,7.7,BT07884
03.07.2019,Homilsha,R1,Myotis daubentonii,male,sad,37.7,7.2,BT07885
03.07.2019,Homilsha,R1,Myotis daubentonii,female,sad,38.8,7.8,BT07886
03.07.2019,Homilsha,R1,Myotis daubentonii,male,sad,36.4,6.3,BT07887
03.07.2019,Homilsha,R1,Myotis daubentonii,female,sad,37.7,6.6,BT07888
03.07.2019,Homilsha,R1,Myotis daubentonii,male,sad,37.3,6.3,BT07889
03.07.2019,Homilsha,R1,Myotis daubentonii,male,ad,34.9,6.8,BT07890
03.07.2019,Homilsha,R1,Myotis daubentonii,female,sad,38.8,7.4,BT07891
03.07.2019,Homilsha,R1,Myotis daubentonii,male,ad,38.4,8.4,BT07892
03.07.2019,Homilsha,R1,Myotis daubentonii,male,sad,38.1,6.7,BT07893
03.07.2019,Homilsha,R1,Myotis daubentonii,female,ad,38,8.3,BT07894
03.07.2019,Homilsha,R1,Myotis daubentonii,female,sad,38,8,BT07895
03.07.2019,Homilsha,R1,Myotis daubentonii,male,sad,37.3,6.7,BT07896
