Data,Place,Species,sex,age,Ra,W,ring
01.07.2019,Fed1,Pipistrellus nathusii,female,ad,34.8,7.6,BT07847
01.07.2019,Fed1,Pipistrellus nathusii,female,ad,33.8,7.1,BT07845
01.07.2019,Fed1,Pipistrellus nathusii,female,sad,34,6.4,BT07850
01.07.2019,Fed1,Pipistrellus nathusii,female,sad,34.9,6.7,BT07848
01.07.2019,Fed1,Pipistrellus nathusii,male,sad,34.6,6.5,BT07849
01.07.2019,Fed1,Pipistrellus nathusii,male,sad,33.6,5.4,BT07857
01.07.2019,Fed1,Pipistrellus nathusii,female,sad,35.2,5.8,BT07858
01.07.2019,Fed1,Pipistrellus nathusii,female,sad,33.9,5.8,BT07859
01.07.2019,Fed1,Pipistrellus nathusii,male,sad,33.2,5.2,BT07844
01.07.2019,Fed1,Pipistrellus nathusii,female,sad,35.4,6.5,BT07860
01.07.2019,Fed1,Pipistrellus nathusii,female,sad,36.1,7.1,BT07861
01.07.2019,Fed1,Pipistrellus nathusii,female,ad,34.6,8.3,BT07862
01.07.2019,Fed1,Pipistrellus nathusii,male,ad,33.9,7.3,BT07863
01.07.2019,Fed1,Pipistrellus nathusii,male,sad,34,7.1,BT07864
01.07.2019,Fed1,Pipistrellus pygmaeus,female,ad,29.4,5,AT00354
01.07.2019,Fed1,Pipistrellus pygmaeus,male,sad,29.5,3.6,AT00357
01.07.2019,Fed1,Pipistrellus pygmaeus,female,ad,31,4.8,AT00355
01.07.2019,Fed1,Pipistrellus pygmaeus,female,sad,30.6,4.2,AT00356
01.07.2019,Fed1,Myotis daubentonii,male,sad,38.4,6.6,BT07865
01.07.2019,Fed1,Myotis daubentonii,male,sad,37.9,6.1,BT07866
01.07.2019,Fed1,Myotis daubentonii,female,sad,38.8,7.2,BT07867
01.07.2019,Fed1,Myotis daubentonii,male,sad,35.8,5.3,BT07868
01.07.2019,Fed1,Myotis daubentonii,female,sad,37.9,6.2,BT07869
01.07.2019,Fed1,Myotis daubentonii,male,sad,36.7,6,BT07870
01.07.2019,Fed1,Myotis daubentonii,male,sad,37.7,5.4,BT07871
01.07.2019,Fed1,Myotis daubentonii,male,sad,36.6,5.9,BT07872
01.07.2019,Fed1,Myotis daubentonii,male,sad,37.1,5.9,BT07873
01.07.2019,Fed1,Myotis daubentonii,male,sad,37.6,6.4,BT07874
01.07.2019,Fed1,Myotis daubentonii,male,sad,37.6,6.4,BT07875
01.07.2019,Fed1,Myotis daubentonii,male,ad,36.7,6.8,BT07876
03.07.2019,R2,Myotis daubentonii,male,sad,38.3,7.4,BT07877
03.07.2019,R2,Nyctalus noctula,male,sad,54.1,20.4,DT19447
03.07.2019,R1,Myotis daubentonii,male,ad,38.3,8.7,BT07878
03.07.2019,R1,Myotis daubentonii,female,sad,37,6.8,BT07879
03.07.2019,R1,Myotis daubentonii,female,sad,37.7,7.2,BT07880
03.07.2019,R1,Myotis daubentonii,male,sad,37.9,6.5,BT07881
03.07.2019,R1,Myotis daubentonii,male,sad,38.8,7.4,BT07882
03.07.2019,R1,Myotis daubentonii,male,sad,37.6,6.2,BT07883
03.07.2019,R1,Myotis daubentonii,female,sad,39.4,7.7,BT07884
03.07.2019,R1,Myotis daubentonii,male,sad,37.7,7.2,BT07885
03.07.2019,R1,Myotis daubentonii,female,sad,38.8,7.8,BT07886
03.07.2019,R1,Myotis daubentonii,male,sad,36.4,6.3,BT07887
03.07.2019,R1,Myotis daubentonii,female,sad,37.7,6.6,BT07888
03.07.2019,R1,Myotis daubentonii,male,sad,37.3,6.3,BT07889
03.07.2019,R1,Myotis daubentonii,male,ad,34.9,6.8,BT07890
03.07.2019,R1,Myotis daubentonii,female,sad,38.8,7.4,BT07891
03.07.2019,R1,Myotis daubentonii,male,ad,38.4,8.4,BT07892
03.07.2019,R1,Myotis daubentonii,male,sad,38.1,6.7,BT07893
03.07.2019,R1,Myotis daubentonii,female,ad,38,8.3,BT07894
03.07.2019,R1,Myotis daubentonii,female,sad,38,8,BT07895
03.07.2019,R1,Myotis daubentonii,male,sad,37.3,6.7,BT07896
03.07.2019,R1,Myotis daubentonii,female,sad,37.1,6.8,BT07897
03.07.2019,R1,Myotis daubentonii,female,sad,36.5,6.1,BT07898
03.07.2019,R1,Myotis daubentonii,male,sad,38.4,7,BT07899
03.07.2019,R1,Myotis daubentonii,male,sad,38.8,7.3,BT07900
03.07.2019,R1,Myotis daubentonii,female,ad,37.8,7.4,BT07901
03.07.2019,R1,Myotis daubentonii,male,ad,37.2,7.1,BT07902
03.07.2019,R1,Myotis daubentonii,female,sad,37.4,7.2,BT07903
03.07.2019,R1,Myotis daubentonii,female,sad,37,6.3,BT07904
03.07.2019,R1,Myotis daubentonii,male,ad,38,7.5,BT07905
03.07.2019,R1,Myotis daubentonii,female,sad,37,6.5,BT07906
03.07.2019,R1,Myotis daubentonii,male,sad,38.5,7,BT07907
03.07.2019,R1,Myotis daubentonii,female,sad,38.7,7.4,BT07908
03.07.2019,R1,Myotis daubentonii,male,sad,36.8,7.1,BT07909
03.07.2019,R1,Myotis daubentonii,male,ad,37.7,7.7,BT07910
03.07.2019,R1,Myotis daubentonii,male,sad,38.5,7.4,BT07911
03.07.2019,R1,Myotis daubentonii,male,ad,36.8,7.5,BT07912
03.07.2019,R1,Myotis daubentonii,male,sad,38,7.9,BT07913
03.07.2019,R1,Myotis daubentonii,female,sad,40.6,7.8,BT07914
03.07.2019,R1,Myotis daubentonii,male,sad,37.8,7.3,BT07915
03.07.2019,R1,Myotis daubentonii,female,ad,37.9,8.8,BT07916
03.07.2019,R1,Myotis daubentonii,female,sad,39.1,7.8,BT07917
03.07.2019,R1,Myotis daubentonii,male,ad,38.1,7.9,BT07918
03.07.2019,R1,Myotis daubentonii,female,sad,38.8,8.2,BT07866
03.07.2019,R1,Myotis daubentonii,female,sad,38.5,7.7,BT07919
03.07.2019,R1,Myotis daubentonii,male,sad,37.1,6.7,BT07920
03.07.2019,R1,Myotis daubentonii,male,sad,37.3,6.9,BT07921
03.07.2019,R1,Myotis daubentonii,male,sad,38.8,7.7,BT07922
03.07.2019,R1,Myotis daubentonii,female,sad,38.3,7.6,BT07923
03.07.2019,R1,Myotis daubentonii,female,sad,37.4,7.3,BT07924
03.07.2019,R1,Myotis daubentonii,male,ad,38.1,7.3,BT07925
03.07.2019,R1,Myotis daubentonii,female,sad,39.9,8.3,BT07926
03.07.2019,R1,Myotis daubentonii,male,sad,39.4,7.3,BT07927
03.07.2019,R1,Myotis daubentonii,female,sad,37.4,8.1,BT07928
03.07.2019,R1,Myotis daubentonii,female,sad,39.1,7.5,BT07929
03.07.2019,R1,Myotis daubentonii,male,sad,38,7.7,BT07930
03.07.2019,R1,Myotis daubentonii,female,ad,37.6,8.7,BT07931
03.07.2019,R1,Myotis daubentonii,male,sad,34.8,6.7,BT07932
03.07.2019,R1,Myotis daubentonii,female,ad,38.3,9.4,BT07933
03.07.2019,R1,Myotis daubentonii,male,ad,36.3,7.5,BT07934
03.07.2019,R1,Myotis daubentonii,female,sad,37.7,7.4,BT07935
03.07.2019,R1,Myotis daubentonii,male,ad,36.9,8,BT07936
03.07.2019,R1,Myotis daubentonii,female,ad,37.4,8.9,BT07937
03.07.2019,R1,Myotis daubentonii,female,ad,39,9.5,BT07938
03.07.2019,R1,Myotis daubentonii,female,ad,36.1,8.6,BT07939
03.07.2019,R1,Myotis daubentonii,female,ad,37,9,BT07940
03.07.2019,R1,Myotis daubentonii,male,sad,39,7.4,BT07941
03.07.2019,R1,Myotis daubentonii,male,sad,37.1,7.1,BT07942
03.07.2019,R1,Pipistrellus nathusii,male,sad,34.8,6,BT07943
03.07.2019,R1,Pipistrellus nathusii,male,sad,34,6.8,BT07944
03.07.2019,R1,Pipistrellus nathusii,male,sad,31.9,6.5,BT07945
03.07.2019,R1,Pipistrellus nathusii,female,sad,35.3,7.2,BT07946
03.07.2019,R1,Pipistrellus nathusii,female,sad,34.8,6.9,BT07947
03.07.2019,R1,Pipistrellus nathusii,female,ad,34.6,7.8,BT07948
03.07.2019,R1,Pipistrellus nathusii,female,sad,34.7,6.8,BT07949
03.07.2019,R1,Pipistrellus pygmaeus,female,ad,31,5.3,AT00359
03.07.2019,R1,Pipistrellus pygmaeus,female,sad,30,4.7,AT00360
03.07.2019,R1,Pipistrellus pygmaeus,female,ad,31.2,5,AT00361
06.07.2019,Fed2,Nyctalus leisleri,male,sad,43.7,10.8,CT02334
06.07.2019,Fed2,Myotis daubentonii,female,sad,37.5,6.6,BT07951
06.07.2019,Fed2,Myotis daubentonii,male,ad,37.1,7.1,BT07953
06.07.2019,Fed2,Pipistrellus nathusii,female,sad,34.4,6.4,BT07952
06.07.2019,Fed2,Pipistrellus nathusii,female,sad,36.1,6.9,BT07950
06.07.2019,Fed2,Nyctalus noctula,male,sad,53.5,18.9,DT19448
06.07.2019,F2,Myotis brandtii,female,sad,36.2,5.3,BT07954
06.07.2019,F2,Myotis daubentonii,male,sad,38.4,7.2,BT07955
06.07.2019,F2,Nyctalus noctula,female,ad,55.9,27.1,DT19449
06.07.2019,F2,Nyctalus noctula,male,sad,53.4,18.2,DT19450
06.07.2019,F2,Nyctalus noctula,female,ad,53.4,25.2,DT19451
06.07.2019,F2,Nyctalus noctula,female,ad,54,27,DT19452
06.07.2019,F2,Nyctalus noctula,female,ad,56.1,31.1,DT19453
06.07.2019,F2,Nyctalus noctula,female,sad,55.5,22.1,DT19454
06.07.2019,F2,Nyctalus noctula,female,ad,55.3,29,DT19455
06.07.2019,F2,Nyctalus noctula,female,ad,53.6,26.9,DT19456
06.07.2019,F2,Nyctalus noctula,female,ad,55.6,29.6,DT19457
06.07.2019,F2,Nyctalus noctula,male,ad,51.3,27.5,DT19458
06.07.2019,F2,Nyctalus noctula,female,ad,55.2,29.3,DT19459
06.07.2019,F2,Nyctalus noctula,female,sad,53.3,17,DT19460
06.07.2019,F2,Nyctalus noctula,female,ad,53.4,26.7,DT19461
06.07.2019,F2,Nyctalus noctula,female,ad,54.8,27.6,DT19462
06.07.2019,F2,Nyctalus noctula,female,sad,53.6,19.3,DT19463
06.07.2019,F2,Nyctalus noctula,male,sad,50.7,16,DT19464
06.07.2019,F2,Nyctalus noctula,male,sad,52,17.9,DT19465
06.07.2019,F2,Nyctalus noctula,female,sad,57.6,22.7,DT19466
06.07.2019,F2,Nyctalus noctula,female,sad,55,21.3,DT19467
06.07.2019,F2,Nyctalus noctula,female,sad,56.7,23.1,DT19468
06.07.2019,F2,Nyctalus noctula,female,sad,51.3,17.3,DT19469
06.07.2019,F2,Nyctalus noctula,male,sad,50.5,22.2,DT19470
06.07.2019,F2,Nyctalus noctula,female,sad,54.4,17.9,DT19471
06.07.2019,F2,Nyctalus noctula,female,sad,55.5,19.7,DT19472
09.07.2019,Fed3,Plecotus auritus,male,sad,37.6,6.6,BT07957
09.07.2019,Fed3,Plecotus auritus,female,ad,39.3,8.5,BT07958
10.07.2019,F4,Pipistrellus nathusii,male,ad,34.1,7,BT07960
10.07.2019,F4,Myotis daubentonii,male,ad,36.3,7.2,BT07959
12.07.2019,Fed1,Myotis daubentonii,male,ad,38.7,7.3,BT07963
12.07.2019,Fed1,Myotis daubentonii,male,sad,37.8,7,BT07964
12.07.2019,Fed1,Myotis brandtii,female,ad,36.5,5.8,BT07965
12.07.2019,Fed1,Pipistrellus nathusii,male,ad,34.4,7.6,BT07962
12.07.2019,Fed1,Pipistrellus nathusii,male,sad,34.6,6.3,BT07961
12.07.2019,F1,Myotis brandtii,male,sad,36.6,4.8,BT07966
13.07.2019,R1,Nyctalus noctula,female,sad,55.1,19.5,DT19479
13.07.2019,R1,Pipistrellus nathusii,male,sad,35.1,7,BT07967
13.07.2019,R1,Myotis daubentonii,female,sad,35.5,5.7,BT07968
13.07.2019,R2,Nyctalus noctula,female,ad,55.5,29.5,DT19480
13.07.2019,R2,Nyctalus noctula,male,sad,52.9,20.2,DT19481
13.07.2019,R2,Nyctalus noctula,female,sad,52.5,18,DT19482
13.07.2019,R2,Pipistrellus pygmaeus,female,sad,30.4,4,AT00362
13.07.2019,R2,Pipistrellus nathusii,male,ad,43,6.4,BT07969
15.07.2019,Fed2,Pipistrellus nathusii,female,sad,35.5,6.3,BT07601
15.07.2019,Fed2,Pipistrellus nathusii,female,sad,35.4,7.6,BT07602
15.07.2019,Fed2,Myotis daubentonii,male,ad,38.5,7.2,BT07975
15.07.2019,Fed2,Myotis daubentonii,male,ad,38.1,6.5,BT07976
15.07.2019,Fed2,Pipistrellus pygmaeus,male,sad,28.8,3.7,AT00363
15.07.2019,Fed2,Plecotus auritus,female,ad,39,9.3,BT07972
15.07.2019,Fed2,Myotis daubentonii,female,sad,39.1,9,BT07973
15.07.2019,Fed2,Myotis daubentonii,female,ad,38.3,8.1,BT07974
15.07.2019,F2,Nyctalus noctula,male,ad,52.6,29.4,DT19511
15.07.2019,F2,Nyctalus noctula,male,sad,54.8,24.4,DT19506
15.07.2019,F2,Nyctalus noctula,male,sad,55.9,22.2,DT19512
15.07.2019,F2,Nyctalus noctula,female,ad,54.2,27.8,DT19510
15.07.2019,F2,Nyctalus noctula,female,ad,53,26.3,DT19504
15.07.2019,F2,Nyctalus noctula,female,sad,55.6,21.7,DT19491
15.07.2019,F2,Nyctalus noctula,female,ad,52.8,27.1,DT19507
15.07.2019,F2,Nyctalus noctula,female,sad,54.3,17.1,DT19509
15.07.2019,F2,Nyctalus noctula,male,sad,52.6,23.7,DT19505
15.07.2019,F2,Nyctalus noctula,female,sad,56.9,25.7,DT19502
15.07.2019,F2,Nyctalus noctula,male,ad,53,27.2,DT19488
15.07.2019,F2,Nyctalus noctula,male,sad,53.9,20.2,DT19487
15.07.2019,F2,Nyctalus noctula,female,ad,54.5,29.9,DT19501
15.07.2019,F2,Nyctalus noctula,female,sad,56.1,24.2,DT19494
15.07.2019,F2,Nyctalus noctula,male,sad,53.8,23.6,DT19492
15.07.2019,F2,Nyctalus noctula,male,sad,53.6,22.3,DT19490
15.07.2019,F2,Nyctalus noctula,male,sad,55,24.7,DT19493
15.07.2019,F2,Nyctalus noctula,female,sad,54.4,22.1,DT19503
15.07.2019,F2,Nyctalus noctula,female,sad,51.7,16.6,DT19521
15.07.2019,F2,Nyctalus noctula,male,sad,52.1,17,DT19485
15.07.2019,F2,Nyctalus noctula,female,sad,54.2,24.5,DT19495
15.07.2019,F2,Nyctalus noctula,female,sad,54.4,22.1,DT19489
15.07.2019,F2,Nyctalus noctula,male,sad,53.1,20.1,DT19486
15.07.2019,F2,Nyctalus noctula,male,sad,50.1,15.9,DT19484
15.07.2019,F2,Nyctalus noctula,male,sad,54.4,16.5,DT19483
15.07.2019,F2,Nyctalus noctula,male,ad,51.5,27.1,DT19522
15.07.2019,F2,Nyctalus noctula,female,sad,54.8,18.4,DT19523
15.07.2019,F2,Nyctalus noctula,male,sad,52.9,18.8,DT19524
15.07.2019,F2,Nyctalus noctula,female,sad,55.6,19.5,DT19525
15.07.2019,F2,Nyctalus noctula,male,ad,54.1,27.4,DT19526
15.07.2019,F2,Nyctalus noctula,female,sad,53.3,21.2,DT19527
15.07.2019,F2,Nyctalus noctula,female,sad,55.4,25.1,DT19528
15.07.2019,F2,Nyctalus noctula,female,ad,55.1,27.6,DT19529
15.07.2019,F2,Nyctalus noctula,male,sad,54.5,23.8,DT19530
15.07.2019,F2,Nyctalus noctula,female,sad,55.3,23.1,DT19531
15.07.2019,F2,Nyctalus noctula,male,sad,53.8,20.9,DT19532
15.07.2019,F2,Nyctalus noctula,female,sad,55,20.7,DT19533
15.07.2019,F2,Nyctalus noctula,female,sad,54.6,21.3,DT19534
15.07.2019,F2,Nyctalus noctula,female,ad,52.7,29.5,DT19535
15.07.2019,F2,Nyctalus noctula,female,sad,54.7,22.4,DT19536
15.07.2019,F2,Nyctalus noctula,female,sad,53.4,20.7,DT19537
15.07.2019,F2,Nyctalus noctula,female,sad,53.6,19.7,DT19538
15.07.2019,F2,Pipistrellus nathusii,female,sad,35.4,7.6,BT07971
15.07.2019,F2,Pipistrellus nathusii,male,sad,34.6,7.1,BT07970
15.07.2019,F2,Nyctalus leisleri,male,sad,44.5,11.1,CT02355
15.07.2019,F2,Vespertilio murinus,female,sad,44.6,9.1,CT02956
15.07.2019,F2,Vespertilio murinus,male,sad,44.3,12.2,CT02957
16.07.2019,Fed3,Plecotus auritus,female,sad,40.2,7.4,BT07977
16.07.2019,Fed3,Plecotus auritus,female,sad,38.9,7.3,BT07978
16.07.2019,Fed3,Pipistrellus nathusii,female,sad,34.4,6,BT07603
16.07.2019,Fed3,Pipistrellus pygmaeus,female,sad,32.2,5.1,AT00364
18.07.2019,F3,Nyctalus noctula,female,sad,56.1,24.7,DT19540
18.07.2019,F3,Nyctalus noctula,female,ad,54.4,28.5,DT19515
18.07.2019,F3,Nyctalus noctula,female,ad,55.9,32.7,DT19513
18.07.2019,F3,Nyctalus noctula,female,ad,53,27.8,DT19516
18.07.2019,F3,Nyctalus noctula,female,ad,54.5,32.4,DT19518
18.07.2019,F3,Nyctalus noctula,female,ad,54.8,23.1,DT19514
18.07.2019,F3,Nyctalus noctula,male,ad,55.2,26.8,DT19617
18.07.2019,F3,Nyctalus noctula,female,sad,54.6,23,DT19519
18.07.2019,F3,Nyctalus noctula,female,sad,53.7,22.3,DT19520
18.07.2019,F3,Nyctalus noctula,female,ad,54.9,29.5,DT19541
18.07.2019,F3,Nyctalus noctula,female,ad,54.9,26.8,DT19542
18.07.2019,F3,Nyctalus noctula,male,sad,52.8,18.4,DT19543
18.07.2019,F3,Nyctalus noctula,female,ad,53.8,26.2,DT19544
18.07.2019,F3,Nyctalus noctula,female,sad,53.4,24.2,DT19545
18.07.2019,F3,Nyctalus noctula,female,ad,53.8,27.4,DT19546
18.07.2019,F3,Nyctalus noctula,male,sad,54.4,21.8,DT19547
18.07.2019,F3,Nyctalus noctula,male,sad,51.8,19,DT19548
18.07.2019,F3,Nyctalus noctula,female,ad,55.8,27.8,DT19549
18.07.2019,F3,Nyctalus noctula,male,sad,53.9,20.7,DT19550
18.07.2019,F3,Nyctalus noctula,female,sad,53.4,17.5,DT19551
18.07.2019,F3,Nyctalus noctula,female,sad,55.9,24.5,DT19552
18.07.2019,F3,Nyctalus noctula,female,sad,56.5,27.5,DT19553
18.07.2019,F3,Nyctalus noctula,male,sad,53.9,22,DT19554
18.07.2019,F3,Nyctalus noctula,female,sad,55.5,22.4,DT19555
18.07.2019,F3,Nyctalus noctula,female,sad,53.7,23.8,DT19556
18.07.2019,F3,Nyctalus noctula,female,sad,56.2,23.3,DT19557
18.07.2019,F3,Nyctalus noctula,female,ad,54.9,27,DT19558
18.07.2019,F3,Nyctalus noctula,female,ad,55.8,29.3,DT19559
18.07.2019,F3,Nyctalus noctula,female,sad,56,23.6,DT19560
18.07.2019,F3,Nyctalus noctula,female,sad,55.4,23.5,DT19561
18.07.2019,F3,Nyctalus noctula,female,ad,53.6,27.2,DT19562
18.07.2019,F3,Nyctalus noctula,female,sad,54.6,19.4,DT19563
18.07.2019,F3,Nyctalus noctula,female,sad,56.2,24.7,DT19564
18.07.2019,F3,Nyctalus noctula,male,sad,53.6,23.3,DT19565
18.07.2019,F3,Nyctalus noctula,female,sad,55.9,23.6,DT19566
18.07.2019,F4,Nyctalus noctula,female,ad,54.8,28.4,DT19539
18.07.2019,F4,Myotis brandtii,male,ad,35.7,5.1,BT07979
18.07.2019,Fed1,Nyctalus leisleri,female,sad,43.2,,CT02358
18.07.2019,Fed1,Nyctalus leisleri,female,ad,43.3,,CT02359
18.07.2019,Fed1,Nyctalus leisleri,female,ad,44.4,,CT02360
18.07.2019,Fed1,Myotis daubentonii,female,sad,38.4,,BT07980
18.07.2019,Fed1,Myotis daubentonii,female,sad,36.8,,BT07981
18.07.2019,Fed1,Myotis daubentonii,female,ad,37.3,,BT07982
18.07.2019,Fed1,Myotis daubentonii,female,sad,38.9,,BT07983
18.07.2019,Fed1,Myotis daubentonii,male,ad,35.9,,BT07984
18.07.2019,Fed1,Myotis daubentonii,female,ad,39.5,,BT07985
18.07.2019,Fed1,Myotis daubentonii,female,ad,38.6,,BT07986
18.07.2019,Fed1,Myotis daubentonii,male,ad,38.4,,BT07996
18.07.2019,Fed1,Myotis daubentonii,male,ad,19.7,,BT07999
18.07.2019,Fed1,Myotis daubentonii,female,ad,21.8,,BT07800
18.07.2019,Fed1,Myotis daubentonii,female,ad,22.7,,BT07605
18.07.2019,Fed1,Pipistrellus pygmaeus,female,sad,31.2,,AT00365
18.07.2019,Fed1,Pipistrellus pygmaeus,male,ad,29.4,,AT00366
18.07.2019,Fed1,Pipistrellus pygmaeus,female,sad,30.5,,AT00367
18.07.2019,Fed1,Pipistrellus pygmaeus,female,ad,31.6,,AT00368
18.07.2019,Fed1,Pipistrellus pygmaeus,male,sad,30.1,,AT00369
18.07.2019,Fed1,Pipistrellus pygmaeus,female,sad,31.7,,AT00370
18.07.2019,Fed1,Pipistrellus pygmaeus,female,ad,30.5,,AT00371
18.07.2019,Fed1,Pipistrellus pygmaeus,female,sad,32.3,,AT00372
18.07.2019,Fed1,Pipistrellus pygmaeus,male,sad,30.3,,AT00373
18.07.2019,Fed1,Pipistrellus nathusii,male,sad,33.5,,BT07987
18.07.2019,Fed1,Pipistrellus nathusii,female,sad,32.8,,BT07988
18.07.2019,Fed1,Pipistrellus nathusii,male,sad,34.2,,BT07989
18.07.2019,Fed1,Pipistrellus nathusii,female,sad,34.5,,BT07990
18.07.2019,Fed1,Pipistrellus nathusii,female,sad,33.8,,BT07991
18.07.2019,Fed1,Pipistrellus nathusii,female,sad,33.1,,BT07992
18.07.2019,Fed1,Pipistrellus nathusii,female,sad,34.2,,BT07993
18.07.2019,Fed1,Pipistrellus nathusii,male,ad,34.4,,BT07994
18.07.2019,Fed1,Pipistrellus nathusii,female,sad,34.7,,BT07995
18.07.2019,Fed1,Pipistrellus nathusii,female,sad,17.5,,BT07997
18.07.2019,Fed1,Pipistrellus nathusii,female,ad,18.8,,BT07604
18.07.2019,Fed1,Pipistrellus nathusii,female,sad,18.8,,BT07998
18.07.2019,Fed1,Nyctalus noctula,male,sad,54.5,,DT19567
18.07.2019,Fed1,Nyctalus noctula,female,sad,56.3,,DT19568
18.07.2019,Fed1,Plecotus auritus,male,ad,23,,BT07606
